"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Luis Alexander Basabe","White Sox","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".214",".284",".337",".621",".269","0.0","0.0","0.0","sa736915"
"Justin Williams","Cardinals","2","7","6","2","0","0","0","1","1","0","2","0","0","0",".247",".301",".396",".697",".296","0.0","0.0","0.0","15490"
"Josh Ockimey","Red Sox","3","14","12","3","1","0","1","2","2","2","5","0","0","0",".219",".318",".408",".726",".310","0.0","0.0","0.0","sa829375"
"Humberto Arteaga","Royals","3","14","13","3","1","0","0","1","1","1","2","0","0","0",".249",".281",".326",".607",".262","0.2","0.0","0.0","13595"
"Gordon Beckham","","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".227",".290",".356",".646",".279","0.0","0.0","0.0","9015"
"Edward Olivares","Padres","2","7","6","2","0","0","0","1","1","0","1","0","0","0",".235",".285",".363",".647",".277","0.0","0.0","0.0","sa832015"
"Elliot Soto","","3","14","13","3","0","0","0","1","1","1","3","0","0","0",".224",".286",".312",".598",".261","0.0","0.0","0.0","sa390666"
"Tyler Wade","Yankees","28","119","107","25","5","1","2","13","10","9","30","1","4","1",".230",".295",".340",".635",".275","0.0","0.3","0.0","15730"
"Jose Trevino","Rangers","8","32","30","7","1","0","1","3","3","1","6","0","0","0",".231",".264",".342",".606",".258","0.4","0.0","0.0","16725"
"Phil Gosselin","Phillies","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".240",".303",".354",".657",".284","0.0","0.0","0.0","10953"
"Travis Jankowski","Reds","2","7","6","1","0","0","0","1","0","1","2","0","0","0",".240",".319",".313",".632",".282","0.0","0.0","0.0","13768"
"Kyle Garlick","Phillies","2","7","6","1","0","0","0","1","1","0","2","0","0","0",".225",".278",".437",".715",".297","0.0","0.0","0.0","18063"
"Tyrone Taylor","Brewers","3","14","13","3","1","0","0","1","2","1","3","0","0","0",".230",".283",".385",".667",".284","0.1","0.0","0.0","13675"
"Erick Mejia","Royals","10","42","38","9","2","0","0","4","3","3","9","0","1","1",".238",".292",".330",".622",".270","0.2","0.0","0.0","15817"
"Caleb Joseph","Blue Jays","3","13","12","3","1","0","0","1","1","1","4","0","0","0",".212",".255",".331",".586",".251","0.0","0.0","0.0","7087"
"Daniel Palka","White Sox","6","28","25","6","1","0","1","3","4","3","9","0","0","0",".222",".296",".424",".720",".302","-0.3","0.0","0.0","14897"
"Jacob Nottingham","Brewers","2","6","6","1","0","0","0","1","1","0","2","0","0","0",".204",".274",".341",".615",".265","0.0","0.0","0.0","16448"
"Sam Haggerty","Mariners","2","7","6","1","0","0","0","1","0","1","2","0","0","0",".203",".288",".298",".586",".260","0.0","0.0","0.0","18054"
"Adrian Sanchez","Nationals","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".256",".293",".365",".659",".280","0.0","0.0","0.0","11338"
"Matt Thaiss","Angels","13","56","50","12","2","0","2","6","6","5","13","0","0","0",".237",".309",".392",".701",".300","-0.1","-0.1","0.0","19318"
"Troy Stokes Jr.","Tigers","5","21","19","4","1","0","1","2","2","2","6","0","1","0",".219",".302",".369",".671",".290","0.0","0.0","0.0","sa828871"
"Keon Broxton","Brewers","2","7","6","1","0","0","0","1","1","1","3","0","0","0",".193",".274",".345",".620",".268","0.0","0.0","0.0","9253"
"Jacoby Ellsbury","","19","84","75","18","3","0","1","9","7","7","15","1","3","1",".241",".311",".349",".660",".287","-0.7","0.2","0.0","4727"
"Elias Diaz","Rockies","16","64","59","16","3","0","1","7","7","4","11","0","0","0",".280",".329",".403",".732",".313","-0.4","0.0","0.0","11680"
"Chris Shaw","Giants","5","21","19","5","1","0","1","2","3","1","6","0","0","0",".238",".292",".418",".710",".298","-0.2","0.0","0.0","17738"
"Josh Harrison","Phillies","44","137","125","31","6","1","3","15","13","7","26","3","3","1",".245",".297",".374",".671",".287","-0.1","0.2","0.0","8202"
"Charlie Tilson","Pirates","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".251",".302",".332",".635",".276","0.0","0.0","0.0","12983"
"Richard Urena","Orioles","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".235",".273",".348",".621",".264","0.1","0.0","0.0","16411"
"Eli White","Rangers","5","21","19","4","1","0","0","2","2","1","6","0","0","0",".233",".298",".353",".651",".282","-0.1","0.0","0.0","sa738478"
"Jesus Sanchez","Marlins","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".238",".287",".368",".655",".280","0.1","0.0","0.0","sa872787"
"Patrick Wisdom","Mariners","15","63","57","12","2","0","3","7","7","5","22","1","1","0",".208",".277",".386",".663",".281","0.0","0.1","0.0","13602"
"Nick Heath","Royals","3","14","13","3","0","0","0","1","1","1","5","0","1","0",".215",".282",".311",".592",".260","0.0","0.0","0.0","sa918355"
"Juan Centeno","Red Sox","3","13","12","3","1","0","0","1","1","1","2","0","0","0",".246",".297",".344",".642",".277","-0.1","0.0","0.0","7168"
"Harold Castro","Tigers","5","21","20","5","1","0","0","2","2","1","4","0","0","0",".262",".286",".352",".638",".273","0.0","0.0","0.0","14691"
"Joe McCarthy","Giants","3","14","12","3","1","0","0","1","1","1","4","0","0","0",".214",".303",".347",".650",".284","0.0","0.0","0.0","sa858039"
"Rocky Gale","","3","13","12","3","0","0","0","1","1","1","3","0","0","0",".220",".256",".298",".554",".240","0.1","0.0","0.0","10533"
"Isiah Kiner-Falefa","Rangers","8","34","30","8","2","0","0","3","3","2","6","1","1","0",".251",".314",".348",".662",".289","-0.2","0.0","0.0","16512"
"Jorge Mateo","Athletics","10","42","39","9","2","1","1","4","4","2","12","0","2","1",".227",".265",".367",".632",".267","0.0","0.0","0.0","sa657910"
"Sergio Alcantara","Tigers","5","21","19","4","1","0","0","2","1","2","4","0","0","0",".233",".295",".293",".588",".261","0.1","0.0","0.0","sa739641"
"Greg Allen","Indians","47","203","182","44","8","2","3","23","18","12","44","6","8","3",".243",".309",".356",".665",".288","1.0","0.3","0.0","16623"
"Jose Siri","Mariners","3","14","13","3","0","0","0","1","1","1","5","0","1","0",".200",".252",".331",".582",".249","0.0","0.0","0.0","sa736940"
"Matt Kemp","Marlins","3","14","13","3","1","0","1","1","2","1","3","0","0","0",".251",".295",".429",".724",".302","-0.3","0.0","0.0","5631"
"Ronnie Dawson","Astros","3","14","13","3","0","0","0","1","1","1","5","0","0","0",".200",".269",".334",".604",".261","-0.1","0.0","0.0","sa873674"
"Corey Ray","Brewers","2","7","6","1","0","0","0","1","1","1","3","0","0","0",".199",".266",".354",".619",".264","0.0","0.0","0.0","sa738510"
"Andrew Stevenson","Nationals","3","14","13","3","1","0","0","1","1","1","4","0","0","0",".248",".302",".349",".651",".281","-0.1","0.0","0.0","17932"
"Mickey Moniak","Phillies","3","14","13","3","1","0","0","1","1","1","4","0","0","0",".228",".270",".362",".632",".268","-0.1","0.0","0.0","sa917920"
"C.J. Chatham","Red Sox","16","70","66","17","3","0","1","7","6","3","15","0","1","0",".263",".294",".358",".652",".279","0.0","0.0","0.0","sa873984"
"Drew Robinson","","3","14","12","2","1","0","0","1","1","1","5","0","0","0",".201",".289",".345",".634",".275","0.0","0.0","0.0","11761"
"Andrew Knapp","Phillies","23","90","78","17","4","0","2","9","7","10","29","1","0","0",".214",".307",".337",".644",".280","-1.0","0.1","0.0","14942"
"Charlie Culberson","Braves","21","71","66","16","3","0","2","7","8","4","18","1","1","0",".239",".284",".382",".666",".282","0.2","0.0","0.0","3298"
"Evan White","Mariners","130","560","515","124","20","2","19","61","64","36","139","4","3","1",".240",".293",".400",".692",".293","1.2","0.2","0.0","sa915774"
"Steve Wilkerson","","6","28","26","6","1","0","1","3","3","2","8","0","0","0",".228",".284",".349",".633",".273","0.0","0.0","0.0","16041"
"Richie Martin Jr.","Orioles","15","63","57","13","2","1","1","6","5","4","15","1","2","1",".225",".281",".341",".622",".269","0.0","0.0","0.0","17736"
"Kevin Kramer","Pirates","24","85","77","18","4","0","2","8","9","6","23","1","1","1",".236",".299",".368",".667",".286","0.0","-0.1","0.0","17689"
"Arquimedes Gamboa","Phillies","3","14","12","2","0","0","0","1","1","1","4","0","0","0",".185",".268",".269",".537",".241","0.0","0.0","0.0","sa877497"
"Blake Swihart","Rangers","3","14","13","3","0","0","0","2","1","1","4","0","0","0",".211",".282",".339",".621",".270","0.0","0.0","0.0","13176"
"Miguel Cabrera","Tigers","138","595","532","144","26","0","16","56","70","54","118","3","0","0",".270",".338",".408",".746",".318","0.0","-3.6","0.0","1744"
"Brendan McKay","Rays","5","21","19","4","1","0","1","2","2","2","6","0","0","0",".208",".291",".355",".645",".280","0.0","0.0","0.0","20186"
"Sam Travis","Rangers","10","42","38","10","2","0","1","5","4","3","10","0","0","0",".259",".321",".399",".720",".308","0.0","0.0","-0.1","16263"
"Chris Owings","","16","50","46","11","3","0","1","5","6","3","14","0","1","1",".249",".299",".402",".701",".296","0.0","0.1","-0.1","10030"
"Braden Bishop","Mariners","28","119","108","24","5","0","2","12","10","8","29","1","1","1",".223",".286",".324",".610",".266","1.0","0.0","-0.1","17806"
"Hanley Ramirez","","37","161","144","34","6","0","7","18","22","15","37","2","1","1",".238",".314",".426",".740",".312","-0.3","-0.5","-0.1","8001"
"Monte Harrison","Marlins","32","140","127","28","5","1","4","14","13","10","47","2","6","2",".217",".283",".356",".639",".276","0.0","0.4","-0.1","sa828691"
"Steve Pearce","","24","105","93","21","5","0","3","12","13","9","27","2","0","0",".227",".308",".390",".698",".300","-0.4","-0.1","-0.1","9957"
"Kyle Lewis","Mariners","109","469","429","99","20","1","14","47","50","33","142","2","2","1",".230",".287",".381",".667",".284","0.7","0.1","-0.1","19508"
"Michael Hermosillo","Angels","19","84","75","16","3","1","2","9","9","6","26","2","2","1",".213",".287",".360",".648",".280","-0.1","-0.1","-0.1","16285"
"Carlos Gonzalez","","47","203","183","41","9","0","6","23","21","17","55","1","1","1",".225",".293",".383",".676",".287","-0.3","-0.2","-0.1","7287"
"Seth Brown","Athletics","24","105","96","22","5","1","3","12","12","7","31","1","1","0",".227",".281",".392",".673",".284","0.0","0.0","-0.1","18171"
"Jon Jay","Diamondbacks","37","121","110","29","5","1","1","13","9","7","22","3","1","0",".268",".322",".348",".670",".292","-0.2","0.0","-0.1","5227"
"Mark Reynolds","","23","98","86","19","4","0","4","11","13","10","31","1","1","0",".221",".306",".400",".705",".302","-0.1","-0.2","-0.1","7619"
"Anthony Alford","Blue Jays","31","133","120","26","6","0","3","14","12","10","42","2","6","2",".216",".284",".336",".620",".270","-0.1","0.2","-0.1","14329"
"Mark Trumbo","","40","175","161","38","7","0","9","21","24","12","46","1","0","0",".237",".292",".449",".740",".310","-0.7","-0.2","-0.1","6876"
"Lucas Duda","","26","112","99","22","5","0","5","12","15","10","33","2","0","0",".219",".298",".417",".715",".300","-0.1","-0.3","-0.1","2502"
"Ian Desmond","Rockies","97","300","273","71","13","2","11","38","40","22","73","3","5","2",".259",".318",".442",".760",".320","-2.0","0.1","-0.1","6885"
"Melky Cabrera","","60","259","241","67","14","1","6","28","31","14","31","1","1","1",".278",".319",".413",".732",".309","-1.8","-0.8","-0.1","4022"
"Adolis Garcia","Rangers","29","126","117","27","6","1","5","15","17","5","38","2","3","2",".233",".274",".429",".703",".293","0.1","-0.1","-0.2","19287"
"Josh Fuentes","Rockies","37","121","113","29","6","1","3","14","14","5","31","1","1","1",".259",".295",".422",".718",".301","0.6","-0.1","-0.2","16885"
"Bubba Starling","Royals","26","112","104","23","5","0","2","11","10","6","30","1","2","1",".223",".270",".339",".609",".262","-0.1","0.1","-0.2","13356"
"Drew Butera","","31","122","109","26","6","1","3","13","13","10","29","1","1","0",".238",".307",".374",".682",".292","-0.9","-0.1","-0.2","3411"
"Jonathan Arauz","Red Sox","26","112","103","23","5","1","2","11","11","7","23","1","1","1",".223",".276",".352",".629",".270","-0.5","-0.2","-0.2","sa877498"
"Austin Jackson","","23","98","89","21","5","0","1","9","9","8","29","1","1","1",".239",".301",".345",".645",".279","-1.4","-0.1","-0.3","9848"
"Erik Gonzalez","Pirates","66","227","212","51","10","2","4","22","20","10","61","1","4","2",".242",".279",".362",".641",".270","-0.5","-0.1","-0.3","13369"
"Magneuris Sierra","Marlins","52","164","154","38","5","2","1","15","12","7","31","1","7","3",".246",".283",".334",".617",".266","-0.2","0.2","-0.3","17023"
"Albert Pujols","Angels","118","511","469","116","20","0","20","55","76","34","70","3","2","0",".248",".300",".416",".716",".301","-2.1","-2.5","-0.3","1177"
"Sam Hilliard","Rockies","79","343","312","76","13","3","13","41","42","26","109","2","11","6",".243",".303",".427",".730",".307","-0.4","-0.1","-0.4","17954"
"Lewis Brinson","Marlins","65","280","256","55","11","2","7","26","28","18","83","4","5","2",".214",".275",".357",".632",".270","0.1","0.2","-0.4","14352"
"Jeff Mathis","Rangers","58","230","211","42","8","0","3","18","16","16","78","1","1","0",".197",".254",".279",".533",".233","1.3","-0.4","-0.5","3448"
"Chris Davis","Orioles","63","273","239","46","8","0","11","28","32","29","105","3","1","0",".192",".283",".367",".649",".279","-0.2","-0.1","-0.6","9272"
